open,label
-39586,0
-39598,0
-39642,0
-39656,0
-39642,0
-39679,0
-39844,0
-40140,0
-40491,0
-40802,0
-41041,0
-41263,0
-41524,0
-41823,0
-42122,0
-42334,0
-42395,0
-42347,0
-42234,0
-42079,0
-41904,0
-41685,0
-41435,0
-41181,0
-40892,0
-40573,0
-40261,0
-39983,0
-39774,0
-39640,0
-39582,0
-39572,0
-39564,0
-39551,0
-39575,0
-39699,0
-39900,0
-40068,0
-40119,0
-40083,0
-40031,0
-40032,0
-40120,0
-40201,0
-40179,0
-40053,0
-39875,0
-39706,0
-39562,0
-39448,0
-39314,0
-39109,0
-38867,0
-38614,0
-38402,0
-38302,0
-38301,0
-38368,0
-38477,0
-38589,0
-38693,0
-38818,0
-39019,0
-39304,0
-39651,0
-40022,0
-40348,0
-40571,0
