-37579,0
-37642,0
-37858,0
-38044,0
-38029,0
-38048,0
-38192,0
-38284,0
-38214,0
-38105,0
-38065,0
-37963,0
-37769,0
-37569,0
-37377,0
-37191,0
-37016,0
-36888,0
-36798,0
-36793,0
-36902,0
-37008,0
-37151,0
-37311,0
-37380,0
-37431,0
-37422,0
-37345,0
-37245,0
-37100,0
-37013,0
-36896,0
-36641,0
-36494,0
-36486,0
-36379,0
-36255,0
-36237,0
-36239,0
-36323,0
-36496,0
-36600,0
-36684,0
-36810,0
-36962,0
-37152,0
-37305,0
-37447,0
-37594,0
-37636,0
-37670,0
-37760,0
-37741,0
-37664,0
-37672,0
-37697,0
-37707,0
-37743,0
-37803,0
-37878,0
-37942,0
-37991,0
-38075,0
-38189,0
-38267,0
-38312,0
-38290,0
-38146,0
-37990,0
-37853,0
-37727,0
-37632,0
-37485,0
-37396,0
-37416,0
-37416,0
-37439,0
-37420,0
-37327,0
-37381,0
-37529,0
-37606,0
-37680,0
-37733,0
-37715,0
-37727,0
-37753,0
-37712,0
-37643,0
-37496,0
-37342,0
-37322,0
-37263,0
-37161,0
-37155,0
-37103,0
-37023,0
-37056,0
-37110,0
-37160,0
-37235,0
-37280,0
-37341,0
-37364,0
-37352,0
-37437,0
-37443,0
-37321,0
-37219,0
-37083,0
-37000,0
-37006,0
-36904,0
-36783,0
-36822,0
-36851,0
-36833,0
-36945,0
-37044,0
-37074,0
-37139,0
-37227,0
-37450,0
-37650,0
-37645,0
-37654,0
-37641,0
-37575,0
-37554,0
-37463,0
-37339,0
-37142,0
-36917,0
-36811,0
-36657,0
-36593,0
-36635,0
-36604,0
-36573,0
-36422,0
-36375,0
-36585,0
-36675,0
-36624,0
-36559,0
-36560,0
-36677,0
-36790,0
-36821,0
-36750,0
-36696,0
-36726,0
-36741,0
-36791,0
-36868,0
-36928,0
-37050,0
-37158,0
-37243,0
-37398,0
-37496,0
-37549,0
-37671,0
-37741,0
-37724,0
-37692,0
-37626,0
-37520,0
-37433,0
-37395,0
-37365,0
-37333,0
-37309,0
-37278,0
-37307,0
-37359,0
-37381,0
-37411,0
-37417,0
-37446,0
-37502,0
-37552,0
-37681,0
-37795,0
-37813,0
-37810,0
-37855,0
-37892,0
-37817,0
-37745,0
-37731,0
-37693,0
-37595,0
-37443,0
-37356,0
-37302,0
-37230,0
-37230,0
-37274,0
-37357,0
-37450,0
-37466,0
-37482,0
-37508,0
-37519,0
-37556,0
-37565,0
-37500,0
-37413,0
-37327,0
-37256,0
-37230,0
-37197,0
-37201,0
-37285,0
-37329,0
-37387,0
-37477,0
-37559,0
-37772,0
-37988,0
-38119,0
-38307,0
-38421,0
-38418,0
-38353,0
-38246,0
-38225,0
-38119,0
-37840,0
-37635,0
-37481,0
-37318,0
-37223,0
-37197,0
-37229,0
-37250,0
-37227,0
-37237,0
-37312,0
-37364,0
-37381,0
-37496,0
-37633,0
-37618,0
-37560,0
-37560,0
-37578,0
-37571,0
-37507,0
-37509,0
-37546,0
-37420,0
-37309,0
-37292,0
-37216,0
-37202,0
-37183,0
-37048,0
-37022,0
-37056,0
-37084,0
-37174,0
-37159,0
-37130,0
-37186,0
-37159,0
-37127,0
-37079,0
-36933,0
-36852,0
-36772,0
-36643,0
-36638,0
-36664,0
-36639,0
-36711,0
-36864,0
-37011,0
-37170,0
-37359,0
-37620,0
-37873,0
-38041,0
-38242,0
-38384,0
-38379,0
-38380,0
-38307,0
-38078,0
-37871,0
-37762,0
-37657,0
-37448,0
-37210,0
-37055,0
-36918,0
-36783,0
-36713,0
-36697,0
-36669,0
-36733,0
-36946,0
-37104,0
-37203,0
-37320,0
-37375,0
-37435,0
-37495,0
-37487,0
-37495,0
-37447,0
-37255,0
-37091,0
-37055,0
-36979,0
-36840,0
-36833,0
-36936,0
-37020,0
-37033,0
-37041,0
-37154,0
-37240,0
-37234,0
-37237,0
-37159,0
-37009,0
-36949,0
-36857,0
-36685,0
-36593,0
-36509,0
-36441,0
-36422,0
-36310,0
-36244,0
-36296,0
-36344,0
-36453,0
-36591,0
-36719,0
-36933,0
-37130,0
-37244,0
-37406,0
-37558,0
-37573,0
-37509,0
-37444,0
-37424,0
-37401,0
-37304,0
-37224,0
-37241,0
-37306,0
-37366,0
-37410,0
-37521,0
-37727,0
-37830,0
-37802,0
-37900,0
-38042,0
-38041,0
-38008,0
-37912,0
-37731,0
-37588,0
-37453,0
-37304,0
-37126,0
-36915,0
-36786,0
-36711,0
-36622,0
-36597,0
-36609,0
-36635,0
-36731,0
-36842,0
-36941,0
-37091,0
-37239,0
-37339,0
-37464,0
-37549,0
-37530,0
-37502,0
-37467,0
-37394,0
-37315,0
-37221,0
-37161,0
-37150,0
-37148,0
-37216,0
-37291,0
-37373,0
-37606,0
-37837,0
-37969,0
-38160,0
-38357,0
-38438,0
