open,label
-48330,0
-48214,0
-48057,0
-47730,0
-47368,0
-47134,0
-47048,0
-47108,0
-47256,0
-47425,0
-47572,0
-47592,0
-47543,0
-47624,0
-47785,0
-47931,0
-48084,0
-48173,0
-48223,0
-48244,0
-48135,0
-48000,0
-47911,0
-47796,0
-47694,0
-47642,0
-47623,0
-47588,0
-47520,0
-47498,0
-47539,0
-47495,0
-47329,0
-47210,0
-47180,0
-47225,0
-47368,0
-47524,0
-47662,0
-47770,0
-47792,0
-47814,0
-47857,0
-47814,0
-47751,0
-47741,0
-47720,0
-47716,0
-47759,0
-47885,0
-48101,0
-48190,0
-48167,0
-48285,0
-48446,0
-48544,0
-48651,0
-48762,0
-48915,0
-49067,0
-49133,0
-49207,0
-49247,0
-49152,0
-49009,0
-48837,0
-48599,0
-48326,0
-48067,0
-47964,0
-48104,0
-48329,0
-48527,0
-48718,0
-48851,0
-48949,0
-49034,0
-48971,0
-48775,0
-48582,0
-48480,0
-48526,0
-48568,0
-48497,0
-48447,0
-48414,0
-48296,0
-48094,0
-47834,0
-47605,0
-47429,0
-47199,0
-46977,0
-46931,0
-47000,0
-47026,0
-46991,0
-46919,0
-46850,0
-46762,0
-46646,0
-46703,0
-46964,0
-47189,0
-47319,0
-47388,0
-47410,0
-47422,0
-47390,0
-47347,0
-47344,0
-47308,0
-47307,0
-47474,0
-47686,0
-47849,0
-47983,0
-48019,0
-47995,0
-47947,0
-47847,0
-47772,0
-47732,0
-47692,0
-47718,0
-47862,0
-48042,0
-48141,0
-48137,0
-48140,0
-48309,0
-48535,0
-48630,0
-48641,0
-48613,0
-48650,0
-48837,0
-48996,0
-49071,0
-49142,0
-49182,0
-49216,0
-49191,0
-49030,0
-48930,0
-49011,0
-49104,0
-49098,0
-48974,0
-48826,0
-48784,0
-48728,0
-48605,0
-48564,0
-48609,0
-48761,0
-48996,0
-49155,0
-49260,0
-49296,0
-49221,0
-49163,0
-49066,0
-48835,0
-48545,0
-48247,0
-48018,0
-47936,0
-47960,0
-48007,0
-48061,0
-48086,0
-48080,0
-48129,0
-48111,0
-47949,0
-47813,0
-47754,0
-47785,0
-47896,0
-47982,0
-48092,0
-48254,0
-48367,0
-48454,0
-48520,0
-48521,0
-48544,0
-48640,0
-48804,0
-49009,0
-49121,0
-49106,0
-49030,0
-48904,0
-48796,0
-48739,0
-48672,0
-48614,0
-48519,0
-48342,0
-48193,0
-48128,0
-48158,0
-48226,0
-48193,0
-48083,0
-48034,0
-48048,0
-48088,0
-48194,0
-48315,0
-48411,0
-48515,0
-48525,0
-48445,0
-48328,0
-48100,0
-47888,0
-47815,0
-47864,0
-47991,0
-48038,0
-47974,0
-47866,0
-47713,0
-47618,0
-47665,0
-47736,0
-47774,0
-47871,0
-47963,0
-48041,0
-48221,0
-48376,0
-48461,0
-48588,0
-48698,0
-48713,0
-48601,0
-48404,0
-48265,0
-48142,0
-47962,0
-47799,0
-47676,0
-47665,0
-47806,0
-47938,0
-48014,0
-48091,0
-48102,0
-48034,0
-48030,0
-48133,0
-48276,0
-48437,0
-48577,0
-48697,0
-48801,0
-48814,0
-48762,0
-48733,0
-48750,0
-48819,0
-48905,0
-48956,0
-48962,0
-48880,0
-48742,0
-48650,0
-48560,0
-48442,0
-48342,0
-48209,0
-48091,0
-48051,0
-47986,0
-47935,0
-47927,0
-47868,0
-47840,0
-47882,0
-47920,0
-47945,0
-47909,0
-47834,0
-47833,0
-47854,0
-47838,0
-47818,0
-47743,0
-47675,0
-47720,0
-47807,0
-47931,0
-48048,0
-48099,0
-48232,0
-48454,0
-48612,0
-48667,0
-48608,0
-48533,0
-48593,0
-48721,0
-48787,0
-48801,0
-48772,0
-48773,0
-48867,0
-48879,0
-48797,0
-48770,0
-48709,0
-48639,0
-48676,0
-48752,0
-48842,0
-48889,0
-48844,0
-48826,0
-48815,0
-48719,0
-48566,0
-48399,0
-48272,0
-48219,0
-48170,0
-48123,0
-48149,0
-48184,0
-48216,0
-48275,0
-48247,0
-48162,0
-48110,0
-48056,0
-48028,0
-48048,0
-48105,0
-48178,0
-48171,0
